99,4151
99,11281
99,24024
99,46398
99,47979
99,83485
99,118770
107,39911
107,51923
107,137254
107,84401
107,65826
107,67244
107,67794
107,46136
107,109425
107,125360
107,47941
107,145849
108,26431
108,105580
108,62813
108,65095
108,35221
108,127870
108,77231
108,45214
108,113441
108,68619
108,130900
108,152574
122,151
122,50642
122,84247
122,86131
122,129292
122,148456
122,156428
132,140402
132,157164
132,66068
132,120410
132,35235
132,105442
132,111253
132,38108
132,17372
132,155641
132,23490
151,122
151,4073
151,14797
151,38562
151,162070
151,168370
151,97944
151,70444
151,114381
151,95390
151,86131
151,129292
151,117027
151,72876
151,34579
151,50642
171,94320
171,102055
171,143947
171,102704
171,156304
171,107373
171,14118
171,168370
171,94240
171,46528
171,69973
171,65200
171,141708
171,92821
171,112592
171,155025
171,44674
171,135849
171,61238
171,47919
171,44616
171,114381
171,70444
171,157705
171,19578
189,19427
189,39467
189,52807
189,55398
189,59769
189,123989
189,164259
208,34594
208,1792
208,54570
208,54479
208,66525
208,102563
208,118712
208,121647
208,143773
228,15361
228,50721
228,66060
228,11320
228,63981
228,27824
228,88432
228,112587
229,70529
229,69497
229,59955
229,76483
229,90228
229,128433
229,131948
229,147905
249,42058
249,55371
249,59358
249,71343
249,79049
249,81530
249,89782
252,45912
252,127789
252,72710
252,83102
252,16920
252,135216
252,143111
252,156224
264,6063
264,9437
264,36775
264,68420
264,83061
264,114635
264,117295
291,51909
291,101905
291,121743
291,38566
291,165462
291,46084
291,93489
291,15523
291,157641
291,58506
291,123081
291,125771
291,33961
291,161678
291,49289
300,41576
300,161264
300,53268
300,128872
300,84247
300,117830
300,70292
300,92219
300,102062
300,148456
300,152283
300,156304
300,49128
323,45270
323,54056
323,74050
323,83061
323,132633
323,163659
323,164702
378,87747
378,57638
378,36611
378,69349
378,73092
378,23623
378,103956
378,117388
387,121837
387,52715
387,83061
387,93582
387,106854
387,120545
387,14747
387,132493
534,27381
534,77259
534,102287
534,19389
534,31306
534,110653
534,134678
534,138553
534,168733
553,57532
553,126137
553,105293
553,64786
553,131431
553,131481
553,69590
553,24384
553,94755
553,101765
553,161917
553,28193
553,80670
553,29580
553,115145
553,70156
553,158432
553,95252
553,162711
650,134641
650,102396
650,9350
650,17552
650,111406
650,120805
650,24153
650,148580
650,166496
657,21880
657,126802
657,166708
657,56289
657,72623
657,21662
657,142554
657,151682
657,10873
696,38669
696,47673
696,50739
696,51871
696,67237
696,161415
696,163722
717,14424
717,161857
717,126433
717,10859
717,163138
717,93451
717,101188
717,19337
717,22913
717,47129
725,20578
725,160558
725,25644
725,37976
725,71452
725,16152
725,160856
725,161975
764,19833
764,21816
764,72046
764,93653
764,124662
764,142634
764,149060
773,29900
773,39540
773,58056
773,90366
773,93145
773,129293
773,161144
808,140685
808,135772
808,16001
808,79159
808,167311
808,92403
808,98483
808,106132
808,70154
808,89529
808,89835
813,51959
813,135119
813,98065
813,2928
813,990
813,41305
813,109365
813,125832
813,2808
813,141917
817,50969
817,65943
817,91304
817,144035
817,164645
817,60379
817,9762
817,136714
817,160746
817,70220
817,146332
817,154554
817,159520
817,125519
817,58851
885,46842
885,75659
885,29411
885,43377
885,152010
885,57707
885,141654
885,144319
885,6010
885,73475
885,118061
885,122396
885,124645
885,126653
885,83551
885,29332
885,75785
886,111141
886,116185
886,97987
886,84326
886,46032
886,166351
886,46596
886,88862
886,13085
886,157642
886,65109
886,72442
886,130701
886,148534
886,19635
886,165591
886,5412
889,32646
889,123847
889,58422
889,113341
889,162287
889,31499
889,159821
889,149946
889,42497
889,125326
889,124496
889,11394
889,108118
889,79117
889,52751
905,47793
905,60059
905,144999
905,138522
905,85577
905,89809
905,133136
905,27893
905,26726
905,150411
905,155821
910,81106
910,36863
910,20811
910,89731
910,137252
910,166187
910,91100
910,114701
910,116186
910,116295
910,85721
910,41447
928,12595
928,24024
928,58740
928,85491
928,98285
928,132469
928,153189
939,122495
939,15449
939,121257
939,166402
939,89694
939,101360
939,104662
939,111307
939,102179
939,76925
939,161600
939,164197
939,95454
947,69137
947,7741
947,66501
947,86854
947,100731
947,121762
947,128433
947,129779
947,160265
972,3543
972,114686
972,13078
972,127184
972,91513
972,103148
972,23566
972,49273
972,141246
972,160145
990,139070
990,14634
990,80798
990,111302
990,103374
990,813
990,16872
990,165059
990,57334
990,157021
990,120512
990,125832
990,140432
990,4283
990,166280
990,78172
990,143949
990,34476
990,100650
990,139897
1001,109907
1001,61869
1001,160579
1001,99518
1001,89035
1001,97473
1001,73306
1001,50050
1001,153282
1001,63261
1001,162699
1005,17396
1005,45259
1005,104662
1005,111307
1005,119181
1005,148459
1005,161678
1027,74031
1027,23623
1027,117388
1027,36611
1027,100132
1027,103956
1027,73092
1027,167630
1029,1681
1029,35231
1029,121772
1029,128485
1029,134540
1029,143949
1029,151073
1054,102050
1054,18608
1054,36775
1054,128445
1054,124513
1054,143277
1054,116111
1054,105291
1054,35409
1054,114635
1054,117295
1054,18673
1054,8156
1054,131547
1054,134641
1054,41341
1054,151850
1064,32392
1064,141942
1064,46151
1064,74792
1064,93228
1064,136969
1064,4881
1064,158432
1075,10655
1075,16354
1075,33355
1075,49594
1075,53726
1075,145132
1075,154055
1088,111464
1088,79169
1088,86342
1088,46603
1088,113949
1088,155620
1088,159154
1088,161620
1127,34945
1127,39683
1127,68897
1127,76542
1127,84667
1127,111888
1127,134814
1147,76062
1147,14046
1147,107326
1147,54147
1147,76020
1147,114322
1147,131948
1147,135885
1147,139068
1304,21242
1304,61190
1304,79860
1304,105614
1304,109499
1304,114322
1304,143051
1304,160508
1353,100394
1353,61602
1353,76298
1353,69664
1353,72491
1353,68980
1353,81498
1353,9753
1380,112652
1380,107311
1380,163699
1380,107272
1380,30507
1380,8150
1380,117951
1380,138935
1380,139020
1380,90219
1402,140285
1402,45633
1402,60594
1402,118302
1402,135241
1402,136881
1402,41269
1402,153718
1406,11919
1406,25235
1406,52673
1406,55523
1406,147836
1406,45943
1406,121301
1406,30085
1443,115297
1443,64678
1443,84156
1443,19645
1443,112050
1443,71191
1443,31904
1443,93556
1443,45321
1443,10351
1445,20211
1445,72374
1445,149338
1445,157221
1445,131400
1445,135258
1445,139031
1445,62648
1445,107304
1445,161587
1466,39374
1466,113981
1466,154525
1466,35870
1466,156652
1466,139786
1466,50524
1466,85757
1466,82111
1466,166113
1466,133288
1466,53670
1466,41185
1466,122536
1466,104095
1466,93618
1466,29972
1466,100684
1466,61242
1466,75895
1466,38543
1466,161653
1466,155033
1466,5480
1466,60195
1466,128407
1477,34022
1477,39922
1477,42659
1477,63330
1477,121743
1477,121744
1477,134541
1499,94083
1499,133244
1499,27880
1499,165485
1499,130955
1499,36741
1499,56726
1499,23553
1499,63384
1499,65156
1499,117351
1499,163679
1499,54467
1499,121252
1499,33378
1499,24838
1499,41287
1499,96266
1499,86953
1499,26017
1513,8570
1513,61560
1513,66465
1513,19309
1513,136538
1513,156952
1513,112384
1513,123312
1513,57638
1513,138473
